SWC ,X,Y,Z,WI,ER_top,ER_bot,,,,
16.35,251680,4550095,3344.77,6.17,18.2,22.5,,,,
16.17,251680,4550100,3344.77,10.87,18.2,22.5,,,,
15.86,251680,4550105,3344.77,11.51,18.2,22.5,,,,
15.64,251680,4550110,3344.77,10.66,16.5,15.9,,,,
15.45,251680,4550115,3344.77,10.73,16.1,15.9,,,,
15.30,251680,4550120,3344.77,10.66,18.2,15.9,,,,
15.21,251680,4550125,3344.77,10.65,18.2,15.9,,,,
15.10,251680,4550130,3344.77,11.31,18.2,15.9,,,,
15.07,251680,4550135,3344.77,6.07,18.2,15.9,,,,
15.01,251680,4550140,3344.77,7.20,18.2,15.9,,,,
15.02,251680,4550145,3344.04,14.56,13.8,15.9,,,,
15.00,251680,4550150,3344.04,14.88,12.6,15.9,,,,
15.04,251680,4550155,3344.16,10.91,12.6,15.9,,,,
15.06,251680,4550160,3344.77,6.13,12.6,15.9,,,,
15.11,251680,4550165,3344.77,10.78,12.6,15.9,,,,
15.17,251680,4550170,3344.77,11.69,12.6,15.9,,,,
15.24,251680,4550175,3344.77,10.33,12.6,15.9,,,,
15.33,251680,4550180,3344.77,13.46,12.6,15.9,,,,
15.41,251680,4550185,3344.77,10.28,12.6,15.9,,,,
15.52,251680,4550190,3344.77,10.13,12.6,15.9,,,,
15.62,251680,4550195,3344.77,14.11,12.6,15.9,,,,
15.76,251680,4550200,3344.77,10.13,12.6,16.7,,,,
15.87,251680,4550205,3344.77,13.48,16.4,22.5,,,,
16.02,251680,4550210,3344.77,12.34,19.8,37.7,,,,
16.14,251680,4550215,3345.42,5.70,25.4,37.7,,,,
16.25,251680,4550220,3345.61,5.35,25.4,48.8,,,,
16.35,251680,4550225,3345.61,11.51,25.4,48.8,,,,
16.31,251680,4550230,3345.61,10.84,25.4,48.8,,,,
16.26,251680,4550235,3345.61,10.22,25.4,48.8,,,,
16.16,251680,4550240,3345.61,10.13,25.4,48.8,,,,
16.02,251680,4550245,3345.61,10.22,25.4,48.8,,,,
15.90,251680,4550250,3345.61,10.70,25.4,48.8,,,,
15.77,251680,4550255,3345.61,11.12,23.1,48.8,,,,
15.65,251680,4550260,3345.61,11.13,23.5,48.8,,,,
15.53,251680,4550265,3345.61,11.63,25.4,48.8,,,,
15.42,251680,4550270,3345.61,6.47,25.4,48.8,,,,
15.32,251680,4550275,3345.27,7.40,25.4,48.8,,,,
15.22,251680,4550280,3344.77,12.94,27.4,48.8,,,,
15.13,251680,4550285,3344.77,10.13,32.9,48.8,,,,
15.03,251680,4550290,3344.77,18.74,32.9,48.8,,,,
14.94,251680,4550295,3344.77,18.74,32.9,48.8,,,,
14.85,251680,4550300,3344.77,10.86,32.9,48.8,,,,
14.76,251680,4550305,3344.77,10.13,32.9,48.8,,,,
14.66,251680,4550310,3344.77,10.13,32.9,48.8,,,,
14.55,251680,4550315,3344.77,13.90,32.9,48.8,,,,
14.44,251680,4550320,3344.77,10.13,32.9,53.4,,,,
14.32,251680,4550325,3344.77,13.57,32.9,56.9,,,,
14.21,251680,4550330,3345.15,10.03,32.9,56.9,,,,
14.09,251680,4550335,3345.61,5.69,32.9,56.9,,,,
13.97,251680,4550340,3345.61,11.88,32.9,56.9,,,,
13.87,251680,4550345,3345.61,10.75,32.9,56.9,,,,
13.76,251680,4550350,3345.61,10.13,32.9,56.9,,,,
13.66,251680,4550355,3345.61,11.67,32.9,55.2,,,,
13.57,251680,4550360,3345.61,14.36,32.9,48.8,,,,
13.48,251680,4550365,3346.42,6.37,32.9,48.8,,,,
13.41,251680,4550370,3346.42,12.77,32.9,48.8,,,,
13.34,251680,4550375,3346.77,8.50,32.9,43.2,,,,
13.28,251680,4550380,3347.28,7.88,32.9,35.2,,,,
13.24,251680,4550385,3347.80,7.88,25.4,35.2,,,,
13.20,251680,4550390,3348.29,8.22,25.4,35.2,,,,
13.17,251680,4550395,3348.29,13.00,22.8,28.0,,,,
13.15,251680,4550400,3348.29,12.74,17.8,23.5,,,,
13.14,251680,4550405,3348.90,7.35,17.8,23.5,,,,
13.14,251680,4550410,3349.14,7.39,12.7,21.0,,,,
13.15,251680,4550415,3349.14,11.66,12.7,14.2,,,,
13.16,251680,4550420,3349.42,7.46,12.7,14.2,,,,
13.18,251680,4550425,3349.91,6.58,12.7,14.2,,,,
13.20,251680,4550430,3349.91,10.83,12.7,14.2,,,,
13.24,251680,4550435,3349.91,10.18,12.7,14.2,,,,
13.27,251680,4550440,3349.91,10.41,12.7,14.2,,,,
13.31,251680,4550445,3349.91,10.65,12.7,14.2,,,,
13.35,251680,4550450,3349.91,10.13,12.7,14.2,,,,
13.39,251680,4550455,3349.91,10.22,12.7,14.2,,,,
13.44,251680,4550460,3349.91,11.24,12.7,14.2,,,,
13.48,251680,4550465,3349.91,10.62,12.7,14.2,,,,
13.53,251680,4550470,3349.91,10.39,12.7,14.2,,,,
13.57,251680,4550475,3349.91,10.97,12.7,14.2,,,,
13.63,251680,4550480,3349.91,10.65,12.7,14.2,,,,
13.67,251680,4550485,3349.91,11.53,16.7,14.2,,,,
13.72,251680,4550490,3349.91,13.55,16.7,14.2,,,,
13.77,251680,4550495,3349.91,10.13,16.7,19.0,,,,
13.81,251680,4550500,3349.91,10.31,16.7,21.8,,,,
13.86,251680,4550505,3349.91,14.21,16.7,21.8,,,,
13.90,251680,4550510,3349.91,10.74,16.7,21.8,,,,
13.94,251680,4550515,3349.91,10.13,13.1,21.8,,,,
13.97,251680,4550520,3349.91,10.24,12.7,21.8,,,,
14.00,251680,4550525,3349.91,6.35,12.7,21.8,,,,
14.03,251680,4550530,3349.53,6.61,12.7,21.8,,,,
14.05,251680,4550535,3349.14,11.67,12.7,21.8,,,,
14.07,251680,4550540,3349.14,7.39,12.7,21.8,,,,
14.09,251680,4550545,3349.01,7.55,12.7,21.8,,,,
14.10,251680,4550550,3348.24,13.11,12.7,21.8,,,,
14.11,251680,4550555,3348.24,13.67,17.9,25.2,,,,
14.11,251680,4550560,3348.24,4.96,17.9,35.4,,,,
14.12,251680,4550565,3347.36,10.86,25.5,40.0,,,,
15.23,251685,4549950,3344.77,10.13,18.2,23.0,,,,
15.29,251685,4549955,3344.77,12.19,18.2,23.0,,,,
15.37,251685,4549960,3344.77,12.65,18.2,19.0,,,,
15.45,251685,4549965,3344.77,10.94,18.2,17.5,,,,
15.54,251685,4549970,3344.77,10.23,15.1,17.5,,,,
15.64,251685,4549975,3344.77,10.56,14.4,17.5,,,,
15.74,251685,4549980,3344.77,10.13,14.4,17.5,,,,
15.86,251685,4549985,3344.77,11.96,14.4,19.9,,,,
15.99,251685,4549990,3344.77,10.80,14.4,22.5,,,,
16.12,251685,4549995,3344.77,10.13,14.4,22.5,,,,
16.25,251685,4550000,3344.77,12.15,14.4,22.5,,,,
16.41,251685,4550005,3344.77,10.23,14.4,22.5,,,,
16.52,251685,4550010,3344.77,11.18,15.8,22.5,,,,
16.67,251685,4550015,3344.77,10.13,18.2,22.5,,,,
16.81,251685,4550020,3344.77,14.40,18.2,22.5,,,,
16.90,251685,4550025,3344.77,10.22,18.2,22.5,,,,
17.00,251685,4550030,3344.77,10.13,18.2,22.5,,,,
17.00,251685,4550035,3344.77,12.26,18.2,22.5,,,,
16.99,251685,4550040,3344.77,11.82,18.2,22.5,,,,
16.96,251685,4550045,3344.77,10.13,18.2,22.5,,,,
16.89,251685,4550050,3344.77,10.13,18.2,22.5,,,,
16.85,251685,4550055,3344.77,5.44,18.2,22.5,,,,
16.79,251685,4550060,3344.23,7.32,18.2,22.5,,,,
16.75,251685,4550065,3344.04,16.86,18.2,22.5,,,,
16.74,251685,4550070,3344.04,17.39,18.2,22.5,,,,
16.71,251685,4550075,3344.04,17.51,18.2,22.5,,,,
16.73,251685,4550080,3344.04,17.05,18.2,22.5,,,,
16.76,251685,4550085,3344.04,16.20,18.2,22.5,,,,
16.70,251685,4550090,3344.08,9.65,18.2,22.5,,,,
16.72,251685,4550095,3344.77,5.20,18.2,22.5,,,,
16.48,251685,4550100,3344.77,8.37,18.2,22.5,,,,
16.07,251685,4550105,3344.77,10.13,18.2,22.5,,,,
15.86,251685,4550110,3344.77,10.59,18.2,15.9,,,,
15.58,251685,4550115,3344.77,11.67,18.2,15.9,,,,
15.43,251685,4550120,3344.77,11.47,18.2,15.9,,,,
15.28,251685,4550125,3344.77,10.13,18.2,15.9,,,,
15.18,251685,4550130,3344.77,10.13,18.2,15.9,,,,
15.11,251685,4550135,3344.77,5.72,18.2,15.9,,,,
15.05,251685,4550140,3344.36,7.50,18.2,15.9,,,,
15.04,251685,4550145,3344.04,11.89,18.2,15.9,,,,
15.02,251685,4550150,3344.04,15.19,12.6,15.9,,,,
15.05,251685,4550155,3344.04,14.77,12.6,15.9,,,,
15.05,251685,4550160,3344.56,9.54,12.6,15.9,,,,
15.11,251685,4550165,3344.77,5.49,12.6,15.9,,,,
15.14,251685,4550170,3344.77,8.56,12.6,15.9,,,,
15.22,251685,4550175,3344.77,13.51,12.6,15.9,,,,
15.28,251685,4550180,3344.77,10.13,12.6,15.9,,,,
15.37,251685,4550185,3344.77,10.61,12.6,15.9,,,,
15.45,251685,4550190,3344.77,14.14,12.6,15.9,,,,
15.55,251685,4550195,3344.77,10.19,12.6,15.9,,,,
15.66,251685,4550200,3344.77,13.54,12.6,20.3,,,,
15.75,251685,4550205,3344.77,10.13,16.7,22.5,,,,
15.90,251685,4550210,3344.77,11.16,20.2,37.7,,,,
15.96,251685,4550215,3345.47,5.80,25.4,37.7,,,,
16.07,251685,4550220,3345.61,6.14,25.4,48.8,,,,
16.11,251685,4550225,3345.61,11.98,25.4,48.8,,,,
16.07,251685,4550230,3345.61,10.13,25.4,48.8,,,,
16.04,251685,4550235,3345.61,10.19,25.4,48.8,,,,
15.93,251685,4550240,3345.61,11.06,25.4,48.8,,,,
15.83,251685,4550245,3345.61,10.19,25.4,48.8,,,,
15.73,251685,4550250,3345.61,10.13,25.4,48.8,,,,
15.60,251685,4550255,3345.61,10.76,25.4,48.8,,,,
15.51,251685,4550260,3345.61,11.10,25.4,48.8,,,,
15.39,251685,4550265,3345.61,7.22,25.4,48.8,,,,
15.30,251685,4550270,3345.61,5.84,25.4,48.8,,,,
15.20,251685,4550275,3344.77,12.08,28.7,48.8,,,,
15.11,251685,4550280,3344.77,10.97,32.8,48.8,,,,
15.02,251685,4550285,3344.77,18.75,32.9,48.8,,,,
14.93,251685,4550290,3344.77,10.13,32.9,48.8,,,,
14.84,251685,4550295,3344.77,10.13,32.9,48.8,,,,
14.75,251685,4550300,3344.77,10.13,32.9,48.8,,,,
14.66,251685,4550305,3344.77,11.45,32.9,48.8,,,,
14.56,251685,4550310,3344.77,10.13,32.9,48.8,,,,
14.46,251685,4550315,3344.77,11.01,32.9,48.8,,,,
14.36,251685,4550320,3344.77,14.16,32.9,48.8,,,,
14.26,251685,4550325,3344.77,13.89,32.9,50.4,,,,
14.15,251685,4550330,3345.19,6.76,32.9,56.9,,,,
14.05,251685,4550335,3345.61,5.70,32.9,56.9,,,,
13.94,251685,4550340,3345.61,10.13,32.9,56.9,,,,
13.85,251685,4550345,3345.61,10.35,32.9,56.9,,,,
13.75,251685,4550350,3345.61,10.26,32.9,56.9,,,,
13.66,251685,4550355,3345.61,14.59,32.9,48.8,,,,
13.58,251685,4550360,3345.83,8.95,32.9,48.8,,,,
13.51,251685,4550365,3346.42,6.69,32.9,48.8,,,,
13.45,251685,4550370,3346.42,13.14,32.9,48.8,,,,
13.39,251685,4550375,3346.82,8.61,32.9,42.5,,,,
13.34,251685,4550380,3347.28,8.50,32.8,35.2,,,,
13.30,251685,4550385,3347.36,10.47,25.4,35.2,,,,
13.26,251685,4550390,3348.29,7.88,25.4,33.9,,,,
13.24,251685,4550395,3348.29,13.09,20.3,26.0,,,,
13.22,251685,4550400,3348.29,13.36,17.8,23.5,,,,
13.21,251685,4550405,3349.14,8.10,15.7,23.5,,,,
13.21,251685,4550410,3349.14,7.13,12.7,20.5,,,,
13.22,251685,4550415,3349.14,12.05,12.7,14.2,,,,
13.22,251685,4550420,3349.46,7.32,12.7,14.2,,,,
13.24,251685,4550425,3349.91,6.71,12.7,14.2,,,,
13.26,251685,4550430,3349.91,10.79,12.7,14.2,,,,
13.29,251685,4550435,3349.91,10.64,12.7,14.2,,,,
13.31,251685,4550440,3349.91,10.13,12.7,14.2,,,,
13.35,251685,4550445,3349.91,10.86,12.7,14.2,,,,
13.38,251685,4550450,3349.91,10.13,12.7,14.2,,,,
13.42,251685,4550455,3349.91,10.27,12.7,14.2,,,,
13.46,251685,4550460,3349.91,10.13,12.7,14.2,,,,
13.50,251685,4550465,3349.91,12.02,12.7,14.2,,,,
13.54,251685,4550470,3349.91,10.89,12.7,14.2,,,,
13.58,251685,4550475,3349.91,11.12,12.7,14.2,,,,
13.63,251685,4550480,3349.91,10.67,12.8,14.2,,,,
13.67,251685,4550485,3349.91,10.98,16.7,14.2,,,,
13.72,251685,4550490,3349.91,10.13,16.7,15.2,,,,
13.76,251685,4550495,3349.91,13.64,16.7,21.8,,,,
13.80,251685,4550500,3349.91,10.21,16.7,21.8,,,,
13.83,251685,4550505,3349.91,10.75,16.7,21.8,,,,
13.87,251685,4550510,3349.91,11.80,15.3,21.8,,,,
13.91,251685,4550515,3349.91,5.77,12.7,21.8,,,,
13.94,251685,4550520,3349.91,5.40,12.7,21.8,,,,
13.97,251685,4550525,3349.91,5.34,12.7,21.8,,,,
13.99,251685,4550530,3349.14,11.30,12.7,21.8,,,,
14.02,251685,4550535,3349.14,11.50,12.7,21.8,,,,
14.04,251685,4550540,3349.14,8.85,12.7,21.8,,,,
14.05,251685,4550545,3348.96,7.01,12.7,21.8,,,,
14.06,251685,4550550,3348.24,12.38,12.7,21.8,,,,
14.07,251685,4550555,3348.24,14.05,17.9,33.5,,,,
14.08,251685,4550560,3348.24,5.04,21.8,35.4,,,,
15.34,251690,4549955,3344.77,12.15,18.2,23.0,,,,
15.42,251690,4549960,3344.77,10.13,18.2,18.7,,,,
15.50,251690,4549965,3344.77,11.23,18.2,17.5,,,,
15.60,251690,4549970,3344.77,10.82,14.9,17.5,,,,
15.69,251690,4549975,3344.77,11.05,14.4,17.5,,,,
15.81,251690,4549980,3344.77,10.13,14.4,17.5,,,,
15.92,251690,4549985,3344.77,10.56,14.4,17.5,,,,
16.06,251690,4549990,3344.77,12.43,14.4,17.9,,,,
16.19,251690,4549995,3344.77,10.13,14.4,22.5,,,,
16.34,251690,4550000,3344.77,11.80,14.4,22.5,,,,
16.50,251690,4550005,3344.77,11.76,14.4,22.5,,,,
16.66,251690,4550010,3344.77,10.73,15.5,22.5,,,,
16.82,251690,4550015,3344.77,10.13,18.2,22.5,,,,
16.98,251690,4550020,3344.77,10.65,18.2,22.5,,,,
17.09,251690,4550025,3344.77,14.44,18.2,22.5,,,,
17.21,251690,4550030,3344.77,10.29,18.2,22.5,,,,
17.20,251690,4550035,3344.77,10.41,18.2,22.5,,,,
17.19,251690,4550040,3344.77,10.13,18.2,22.5,,,,
17.12,251690,4550045,3344.77,10.13,18.2,22.5,,,,
17.06,251690,4550050,3344.77,11.00,18.2,22.5,,,,
16.99,251690,4550055,3344.77,5.51,18.2,22.5,,,,
16.94,251690,4550060,3344.19,8.70,18.2,22.5,,,,
16.90,251690,4550065,3344.04,16.93,18.2,22.5,,,,
16.90,251690,4550070,3344.04,17.56,18.2,22.5,,,,
16.91,251690,4550075,3344.04,17.62,18.2,22.5,,,,
16.98,251690,4550080,3344.04,10.13,18.2,22.5,,,,
17.05,251690,4550085,3344.04,16.98,18.2,22.5,,,,
17.07,251690,4550090,3344.04,11.99,18.2,22.5,,,,
17.08,251690,4550095,3344.52,7.69,18.2,22.5,,,,
16.69,251690,4550100,3344.77,6.47,18.2,22.5,,,,
16.28,251690,4550105,3344.77,10.20,18.2,22.5,,,,
15.99,251690,4550110,3344.77,10.18,13.7,15.9,,,,
15.71,251690,4550115,3344.77,10.13,18.2,15.9,,,,
15.52,251690,4550120,3344.77,12.51,18.2,15.9,,,,
15.35,251690,4550125,3344.77,11.59,18.2,15.9,,,,
15.23,251690,4550130,3344.77,10.13,18.2,15.9,,,,
15.15,251690,4550135,3344.77,5.63,18.2,15.9,,,,
15.09,251690,4550140,3344.32,6.93,18.2,15.9,,,,
15.05,251690,4550145,3344.04,14.18,18.2,15.9,,,,
15.03,251690,4550150,3344.04,14.79,18.2,15.9,,,,
15.04,251690,4550155,3344.04,15.00,12.6,15.9,,,,
15.04,251690,4550160,3344.04,13.42,12.6,15.9,,,,
15.09,251690,4550165,3344.31,9.27,12.6,15.9,,,,
15.12,251690,4550170,3344.77,7.53,12.6,15.9,,,,
15.18,251690,4550175,3344.77,7.94,12.6,15.9,,,,
15.23,251690,4550180,3344.77,10.86,12.6,15.9,,,,
15.31,251690,4550185,3344.77,14.19,12.6,15.9,,,,
15.38,251690,4550190,3344.77,10.49,12.6,15.9,,,,
15.47,251690,4550195,3344.77,10.13,12.6,15.9,,,,
15.54,251690,4550200,3344.77,13.61,12.6,18.9,,,,
15.63,251690,4550205,3344.77,11.17,17.0,22.5,,,,
15.71,251690,4550210,3344.77,11.10,18.2,27.5,,,,
15.78,251690,4550215,3345.23,7.00,25.4,37.7,,,,
15.84,251690,4550220,3345.61,7.34,28.6,48.8,,,,
15.87,251690,4550225,3345.61,6.50,27.0,48.8,,,,
15.84,251690,4550230,3345.61,10.13,25.4,48.8,,,,
15.82,251690,4550235,3345.61,10.13,25.4,48.8,,,,
15.72,251690,4550240,3345.61,11.31,25.4,48.8,,,,
15.66,251690,4550245,3345.61,11.11,25.4,48.8,,,,
15.55,251690,4550250,3345.61,10.84,25.4,48.8,,,,
15.47,251690,4550255,3345.61,11.34,25.4,48.8,,,,
15.37,251690,4550260,3345.61,10.13,25.4,48.8,,,,
15.27,251690,4550265,3345.61,6.06,25.4,48.8,,,,
15.18,251690,4550270,3345.18,7.72,25.4,48.8,,,,
15.09,251690,4550275,3344.77,12.36,32.9,48.8,,,,
15.00,251690,4550280,3344.77,18.05,32.9,48.8,,,,
14.91,251690,4550285,3344.77,10.13,32.9,48.8,,,,
14.82,251690,4550290,3344.77,18.05,32.9,48.8,,,,
14.73,251690,4550295,3344.77,10.13,32.9,48.8,,,,
14.65,251690,4550300,3344.77,12.00,32.9,48.8,,,,
14.55,251690,4550305,3344.77,10.13,32.9,48.8,,,,
14.46,251690,4550310,3344.77,10.13,32.9,48.8,,,,
14.37,251690,4550315,3344.77,10.13,32.9,48.8,,,,
14.27,251690,4550320,3344.77,10.13,32.9,48.8,,,,
14.18,251690,4550325,3344.77,15.09,32.9,48.8,,,,
14.07,251690,4550330,3345.24,9.08,32.9,50.9,,,,
13.99,251690,4550335,3345.61,5.68,32.9,56.9,,,,
13.88,251690,4550340,3345.61,10.26,32.9,56.9,,,,
13.81,251690,4550345,3345.61,10.22,32.9,56.9,,,,
13.71,251690,4550350,3345.61,10.13,32.9,56.9,,,,
13.64,251690,4550355,3345.61,15.01,32.9,48.8,,,,
13.56,251690,4550360,3346.31,8.92,32.9,48.8,,,,
13.50,251690,4550365,3346.42,5.70,32.9,48.8,,,,
13.44,251690,4550370,3346.42,13.99,32.9,48.8,,,,
13.39,251690,4550375,3346.86,8.65,32.9,40.3,,,,
13.35,251690,4550380,3347.28,8.49,32.4,35.2,,,,
13.32,251690,4550385,3347.28,13.36,25.4,35.2,,,,
13.29,251690,4550390,3348.29,4.82,24.9,33.2,,,,
13.27,251690,4550395,3348.29,8.18,17.8,23.5,,,,
13.26,251690,4550400,3348.52,9.01,17.8,23.5,,,,
13.25,251690,4550405,3349.14,8.43,13.6,23.5,,,,
13.25,251690,4550410,3349.14,13.89,12.7,14.2,,,,
13.26,251690,4550415,3349.14,13.24,12.7,14.2,,,,
13.26,251690,4550420,3349.50,7.05,12.7,14.2,,,,
13.28,251690,4550425,3349.91,6.68,12.7,14.2,,,,
13.30,251690,4550430,3349.91,10.73,12.7,14.2,,,,
13.32,251690,4550435,3349.91,10.23,12.7,14.2,,,,
13.35,251690,4550440,3349.91,11.65,12.7,14.2,,,,
13.38,251690,4550445,3349.91,10.81,12.7,14.2,,,,
13.41,251690,4550450,3349.91,10.13,12.7,14.2,,,,
13.44,251690,4550455,3349.91,10.22,12.7,14.2,,,,
13.48,251690,4550460,3349.91,11.07,12.7,14.2,,,,
13.52,251690,4550465,3349.91,11.38,12.7,14.2,,,,
13.56,251690,4550470,3349.91,12.46,12.7,14.2,,,,
13.59,251690,4550475,3349.91,12.98,12.7,14.2,,,,
13.64,251690,4550480,3349.91,10.13,15.7,14.2,,,,
13.67,251690,4550485,3349.91,10.73,16.7,14.2,,,,
13.71,251690,4550490,3349.91,10.13,16.7,21.8,,,,
13.75,251690,4550495,3349.91,10.36,16.7,21.8,,,,
13.78,251690,4550500,3349.91,10.40,16.7,21.8,,,,
13.82,251690,4550505,3349.91,5.44,16.7,21.8,,,,
13.85,251690,4550510,3349.91,5.09,12.7,21.8,,,,
13.88,251690,4550515,3349.83,9.37,12.7,21.8,,,,
13.91,251690,4550520,3349.14,13.37,12.7,21.8,,,,
13.94,251690,4550525,3349.14,10.76,12.7,21.8,,,,
13.96,251690,4550530,3349.14,10.38,12.7,21.8,,,,
13.98,251690,4550535,3349.14,10.20,12.7,21.8,,,,
14.00,251690,4550540,3349.14,5.55,12.7,21.8,,,,
14.01,251690,4550545,3348.91,6.88,12.7,21.8,,,,
14.03,251690,4550550,3348.24,11.60,12.7,21.8,,,,
14.04,251690,4550555,3348.24,10.13,17.9,31.9,,,,
14.04,251690,4550560,3348.24,8.91,17.9,35.4,,,,
15.46,251695,4549960,3344.77,11.95,18.2,18.4,,,,
15.54,251695,4549965,3344.77,10.77,18.2,17.5,,,,
15.64,251695,4549970,3344.77,11.25,14.7,17.5,,,,
15.74,251695,4549975,3344.77,11.38,14.4,17.5,,,,
15.85,251695,4549980,3344.77,10.13,14.4,17.5,,,,
15.97,251695,4549985,3344.77,10.98,14.4,17.5,,,,
16.10,251695,4549990,3344.77,10.71,14.4,17.5,,,,
16.24,251695,4549995,3344.77,12.59,14.4,20.3,,,,
16.39,251695,4550000,3344.77,12.68,14.4,22.5,,,,
16.56,251695,4550005,3344.77,12.23,14.4,22.5,,,,
16.72,251695,4550010,3344.77,10.13,15.7,22.5,,,,
16.89,251695,4550015,3344.77,10.13,18.2,22.5,,,,
17.06,251695,4550020,3344.77,10.18,18.2,22.5,,,,
17.17,251695,4550025,3344.77,10.13,18.2,22.5,,,,
17.32,251695,4550030,3344.77,14.52,18.2,22.5,,,,
17.31,251695,4550035,3344.77,11.39,18.2,22.5,,,,
17.24,251695,4550040,3344.77,10.13,18.2,22.5,,,,
17.17,251695,4550045,3344.77,10.48,18.2,22.5,,,,
17.05,251695,4550050,3344.77,11.45,18.2,22.5,,,,
16.97,251695,4550055,3344.77,7.66,18.2,22.5,,,,
16.89,251695,4550060,3344.43,7.53,18.2,22.5,,,,
16.83,251695,4550065,3344.04,17.05,18.2,22.5,,,,
16.81,251695,4550070,3344.04,17.51,18.2,22.5,,,,
16.76,251695,4550075,3344.04,17.18,18.2,22.5,,,,
16.83,251695,4550080,3344.04,16.94,18.2,22.5,,,,
16.75,251695,4550085,3344.04,15.89,18.2,22.5,,,,
16.80,251695,4550090,3344.04,15.91,18.2,22.5,,,,
16.69,251695,4550095,3344.56,6.07,18.2,22.5,,,,
16.31,251695,4550100,3344.77,5.61,16.8,22.5,,,,
16.01,251695,4550105,3344.77,10.42,12.6,17.7,,,,
15.76,251695,4550110,3344.77,10.48,12.6,15.9,,,,
15.53,251695,4550115,3344.77,12.85,13.9,15.9,,,,
15.44,251695,4550120,3344.77,11.57,18.2,15.9,,,,
15.28,251695,4550125,3344.77,10.40,18.2,15.9,,,,
15.16,251695,4550130,3344.77,7.27,18.2,15.9,,,,
15.08,251695,4550135,3344.77,5.67,18.2,15.9,,,,
15.04,251695,4550140,3344.28,7.18,18.2,15.9,,,,
15.01,251695,4550145,3344.04,14.32,18.2,15.9,,,,
14.99,251695,4550150,3344.04,15.00,18.2,15.9,,,,
15.00,251695,4550155,3344.04,14.86,17.6,15.9,,,,
15.01,251695,4550160,3344.04,12.19,13.3,15.9,,,,
15.04,251695,4550165,3344.04,12.53,12.6,15.9,,,,
15.07,251695,4550170,3344.04,13.73,12.6,15.9,,,,
15.12,251695,4550175,3344.77,5.67,12.6,15.9,,,,
15.17,251695,4550180,3344.77,9.59,12.6,15.9,,,,
15.23,251695,4550185,3344.77,10.13,12.6,15.9,,,,
15.29,251695,4550190,3344.77,10.75,12.6,15.9,,,,
15.35,251695,4550195,3344.77,13.70,12.6,15.9,,,,
15.42,251695,4550200,3344.77,10.89,12.6,15.9,,,,
15.48,251695,4550205,3344.77,10.99,12.6,21.4,,,,
15.54,251695,4550210,3344.77,12.37,17.8,22.5,,,,
15.59,251695,4550215,3344.77,12.31,22.1,37.7,,,,
15.61,251695,4550220,3345.35,6.95,25.4,43.1,,,,
15.64,251695,4550225,3345.61,6.92,32.9,48.8,,,,
15.62,251695,4550230,3345.61,11.09,28.5,48.8,,,,
15.60,251695,4550235,3345.61,10.13,26.2,48.8,,,,
15.55,251695,4550240,3345.61,11.51,25.4,48.8,,,,
15.49,251695,4550245,3345.61,11.39,25.4,48.8,,,,
15.41,251695,4550250,3345.61,10.73,25.4,48.8,,,,
15.33,251695,4550255,3345.61,11.11,25.4,48.8,,,,
15.24,251695,4550260,3345.61,11.98,25.4,48.8,,,,
15.15,251695,4550265,3345.61,7.38,25.4,48.8,,,,
15.06,251695,4550270,3344.77,12.43,30.1,48.8,,,,
14.97,251695,4550275,3344.77,16.97,32.9,48.8,,,,
14.89,251695,4550280,3344.77,16.96,32.9,48.8,,,,
14.80,251695,4550285,3344.77,17.87,32.9,48.8,,,,
14.71,251695,4550290,3344.77,17.36,32.9,48.8,,,,
14.63,251695,4550295,3344.77,10.13,32.9,48.8,,,,
14.54,251695,4550300,3344.77,10.13,32.9,48.8,,,,
14.45,251695,4550305,3344.77,12.35,32.9,48.8,,,,
14.37,251695,4550310,3344.77,10.13,32.9,48.8,,,,
14.28,251695,4550315,3344.77,15.20,32.9,48.8,,,,
14.19,251695,4550320,3344.77,15.18,32.9,48.8,,,,
14.10,251695,4550325,3344.77,13.71,32.9,48.8,,,,
14.01,251695,4550330,3344.95,11.08,32.9,48.8,,,,
13.92,251695,4550335,3345.61,10.50,32.9,50.1,,,,
13.84,251695,4550340,3345.61,14.60,32.9,56.9,,,,
13.76,251695,4550345,3345.61,10.13,32.9,56.9,,,,
13.69,251695,4550350,3345.61,15.17,32.9,56.9,,,,
13.62,251695,4550355,3345.61,13.81,32.9,48.8,,,,
13.55,251695,4550360,3346.35,8.89,32.9,48.8,,,,
13.50,251695,4550365,3346.42,11.77,32.9,48.8,,,,
13.45,251695,4550370,3346.42,13.11,32.9,48.6,,,,
13.41,251695,4550375,3346.91,8.61,32.9,35.2,,,,
13.37,251695,4550380,3347.28,8.88,25.4,35.2,,,,
13.34,251695,4550385,3347.28,12.82,25.4,35.2,,,,
13.32,251695,4550390,3347.50,9.53,23.7,23.5,,,,
13.30,251695,4550395,3348.29,7.09,17.8,23.5,,,,
13.29,251695,4550400,3348.56,8.12,16.2,23.5,,,,
13.29,251695,4550405,3349.14,5.38,12.7,23.5,,,,
13.29,251695,4550410,3349.14,10.13,12.7,14.2,,,,
13.29,251695,4550415,3349.14,13.55,12.7,14.2,,,,
13.30,251695,4550420,3349.55,6.60,12.7,14.2,,,,
13.32,251695,4550425,3349.91,6.09,12.7,14.2,,,,
13.33,251695,4550430,3349.91,10.37,12.7,14.2,,,,
13.36,251695,4550435,3349.91,12.08,12.7,14.2,,,,
